fromNode	toNode	weight	direction	fromAltName	toAltName
NONMMUG016070.2	Cdk5rap3	0.135414999162833	undirected	NA	NA
NONMMUG016070.2	Cdk9	0.353400447645135	undirected	NA	NA
NONMMUG016070.2	Coil	0.376428397235025	undirected	NA	NA
NONMMUG016070.2	Cpsf6	0.266606587772442	undirected	NA	NA
NONMMUG016070.2	Cst7	0.164627473555839	undirected	NA	NA
NONMMUG016070.2	Cul3	0.316736024861063	undirected	NA	NA
NONMMUG016070.2	D16Ertd472e	0.327679993525839	undirected	NA	NA
NONMMUG016070.2	D4Wsu53e	0.259576396739943	undirected	NA	NA
NONMMUG016070.2	Dcun1d3	0.336141239159473	undirected	NA	NA
NONMMUG016070.2	Ddr1	0.311679532252042	undirected	NA	NA
NONMMUG016070.2	Dnajc12	0.31813296210488	undirected	NA	NA
NONMMUG016070.2	Dpep2	0.182802431989885	undirected	NA	NA
NONMMUG016070.2	Dr1	0.312537126035515	undirected	NA	NA
NONMMUG016070.2	E4f1	0.286614111644865	undirected	NA	NA
NONMMUG016070.2	Eid2	0.228296083046898	undirected	NA	NA
NONMMUG016070.2	Ep300	0.284932483226018	undirected	NA	NA
NONMMUG016070.2	Fam109a	0.318998744965129	undirected	NA	NA
NONMMUG016070.2	Fam76a	0.320989186250529	undirected	NA	NA
NONMMUG016070.2	Fam98b	0.286272167042834	undirected	NA	NA
NONMMUG016070.2	Fbxo33	0.155190898042869	undirected	NA	NA
NONMMUG016070.2	Fcgr3	0.339012767914815	undirected	NA	NA
NONMMUG016070.2	Fem1c	0.36115186263862	undirected	NA	NA
NONMMUG016070.2	Gata4	0.24813117462322	undirected	NA	NA
NONMMUG016070.2	Gltscr1l	0.294212641097426	undirected	NA	NA
NONMMUG016070.2	Glul	0.335630974282895	undirected	NA	NA
NONMMUG016070.2	Gm13128	0.204591124157166	undirected	NA	NA
NONMMUG016070.2	Gm9726	0.23051210971626	undirected	NA	NA
NONMMUG016070.2	Gpatch3	0.214682247381933	undirected	NA	NA
NONMMUG016070.2	Gtf2i	0.299605608455282	undirected	NA	NA
NONMMUG016070.2	Gtf3c4	0.368209932089734	undirected	NA	NA
NONMMUG016070.2	Gtf3c5	0.357095846894881	undirected	NA	NA
NONMMUG016070.2	Guca1a	0.159245160657394	undirected	NA	NA
NONMMUG016070.2	Hinfp	0.154964038363655	undirected	NA	NA
NONMMUG016070.2	Hipk1	0.301888638395239	undirected	NA	NA
NONMMUG016070.2	Hmgcl	0.260892023173247	undirected	NA	NA
NONMMUG016070.2	Ints5	0.285242857532656	undirected	NA	NA
NONMMUG016070.2	Iqcf1	0.140977318476149	undirected	NA	NA
NONMMUG016070.2	Irak2	0.224054962070609	undirected	NA	NA
NONMMUG016070.2	Irgq	0.340916053173833	undirected	NA	NA
NONMMUG016070.2	Katna1	0.280487651523764	undirected	NA	NA
NONMMUG016070.2	Kdm3a	0.279560406701554	undirected	NA	NA
NONMMUG016070.2	Kif18b	0.260961644585362	undirected	NA	NA
NONMMUG016070.2	Kifc5b	0.302424132835757	undirected	NA	NA
NONMMUG016070.2	Klhl11	0.282031615474775	undirected	NA	NA
NONMMUG016070.2	Lctl	0.340255375500244	undirected	NA	NA
NONMMUG016070.2	Mad2l1bp	0.336477868298068	undirected	NA	NA
NONMMUG016070.2	Mapkapk5	0.344089617545327	undirected	NA	NA
NONMMUG016070.2	Med14	0.210480329747996	undirected	NA	NA
NONMMUG016070.2	Med24	0.260062120578941	undirected	NA	NA
NONMMUG016070.2	Med29	0.379075828439746	undirected	NA	NA
NONMMUG016070.2	Mfap5	0.204365484286873	undirected	NA	NA
NONMMUG016070.2	Mocs3	0.326843996464394	undirected	NA	NA
NONMMUG016070.2	Mta2	0.346474367166011	undirected	NA	NA
NONMMUG016070.2	Ncapd2	0.360147842704651	undirected	NA	NA
NONMMUG016070.2	Necap2	0.21981496264211	undirected	NA	NA
NONMMUG016070.2	Nf2	0.255550470719973	undirected	NA	NA
NONMMUG016070.2	Nmnat1	0.252959859717483	undirected	NA	NA
NONMMUG016070.2	Nsun5	0.354909633080256	undirected	NA	NA
NONMMUG016070.2	Pip5k1a	0.389216036641938	undirected	NA	NA
NONMMUG016070.2	Pkd1	0.216152554273115	undirected	NA	NA
NONMMUG016070.2	Poldip3	0.364018119056932	undirected	NA	NA
NONMMUG016070.2	Ppp1r15b	0.274366242795625	undirected	NA	NA
NONMMUG016070.2	Prmt6	0.212147481480965	undirected	NA	NA
NONMMUG016070.2	Prps1l3	0.154789872115404	undirected	NA	NA
NONMMUG016070.2	Prr11	0.270047517787427	undirected	NA	NA
NONMMUG016070.2	Prr13	0.15532252663445	undirected	NA	NA
NONMMUG016070.2	Psmc3ip	0.322220473114714	undirected	NA	NA
NONMMUG016070.2	Rabgef1	0.368321379331985	undirected	NA	NA
NONMMUG016070.2	Rad54l2	0.263306815077422	undirected	NA	NA
NONMMUG016070.2	Rbm5	0.297119585613098	undirected	NA	NA
NONMMUG016070.2	Rnf44	0.303596590105891	undirected	NA	NA
NONMMUG016070.2	Rnpc3	0.227240514183817	undirected	NA	NA
NONMMUG016070.2	Rpl10l	0.270465673519238	undirected	NA	NA
NONMMUG016070.2	Rprd1a	0.31941790261799	undirected	NA	NA
NONMMUG016070.2	Sac3d1	0.30864084582056	undirected	NA	NA
NONMMUG016070.2	Scd1	0.310851541601701	undirected	NA	NA
NONMMUG016070.2	Sf1	0.293415058608973	undirected	NA	NA
NONMMUG016070.2	Shmt1	0.353160070909294	undirected	NA	NA
NONMMUG016070.2	Sirt1	0.280289048000484	undirected	NA	NA
NONMMUG016070.2	Slc16a6	0.314761385712033	undirected	NA	NA
NONMMUG016070.2	Slc19a3	0.217189302142848	undirected	NA	NA
NONMMUG016070.2	Slc1a5	0.299470502961381	undirected	NA	NA
NONMMUG016070.2	Slc25a25	0.346915716792322	undirected	NA	NA
NONMMUG016070.2	Slc25a33	0.214598377584108	undirected	NA	NA
NONMMUG016070.2	Slc34a2	0.325317677968462	undirected	NA	NA
NONMMUG016070.2	Smpd4	0.306249196071856	undirected	NA	NA
NONMMUG016070.2	Snapc2	0.248738351129147	undirected	NA	NA
NONMMUG016070.2	Snrnp35	0.313943407404008	undirected	NA	NA
NONMMUG016070.2	Snrpc	0.296939454572431	undirected	NA	NA
NONMMUG016070.2	Spata2	0.272383303245127	undirected	NA	NA
NONMMUG016070.2	Spata21	0.176382967457707	undirected	NA	NA
NONMMUG016070.2	Spdl1	0.311169769584665	undirected	NA	NA
NONMMUG016070.2	Strip1	0.158033821041706	undirected	NA	NA
NONMMUG016070.2	Taf4b	0.322738681927951	undirected	NA	NA
NONMMUG016070.2	Tbxa2r	0.187080609893738	undirected	NA	NA
NONMMUG016070.2	Tceb3	0.336390995305143	undirected	NA	NA
NONMMUG016070.2	Tcof1	0.322167169715605	undirected	NA	NA
NONMMUG016070.2	Thoc5	0.207840871778133	undirected	NA	NA
NONMMUG016070.2	Tmed6	0.276990599060561	undirected	NA	NA
NONMMUG016070.2	Tmem170	0.17447245778476	undirected	NA	NA
NONMMUG016070.2	Tmem201	0.162654279263709	undirected	NA	NA
NONMMUG016070.2	Tmem231	0.22348692072874	undirected	NA	NA
NONMMUG016070.2	Tnfaip8l2	0.297057150767795	undirected	NA	NA
NONMMUG016070.2	Traip	0.184100830478441	undirected	NA	NA
NONMMUG016070.2	Ubap1	0.321270083872578	undirected	NA	NA
NONMMUG016070.2	Ubtfl1	0.294177018764215	undirected	NA	NA
NONMMUG016070.2	Usp16	0.158883927616565	undirected	NA	NA
NONMMUG016070.2	Usp22	0.316785738226088	undirected	NA	NA
NONMMUG016070.2	Usp29	0.162654701593852	undirected	NA	NA
NONMMUG016070.2	Uspl1	0.152851880112417	undirected	NA	NA
NONMMUG016070.2	Wibg	0.191768415891017	undirected	NA	NA
NONMMUG016070.2	Wipf2	0.344210230274706	undirected	NA	NA
NONMMUG016070.2	Zbtb10	0.329912296165818	undirected	NA	NA
NONMMUG016070.2	Zbtb43	0.28500081484115	undirected	NA	NA
NONMMUG016070.2	Zbtb7a	0.276299709327978	undirected	NA	NA
NONMMUG016070.2	Zbtb8a	0.237653733915763	undirected	NA	NA
NONMMUG016070.2	Zc3h12a	0.281471430503672	undirected	NA	NA
NONMMUG016070.2	Zfp296	0.313264631256102	undirected	NA	NA
NONMMUG016070.2	Zfp598	0.217161233522196	undirected	NA	NA
NONMMUG016070.2	Zfp622	0.311259049133619	undirected	NA	NA
NONMMUG016070.2	Zfp623	0.302688288749313	undirected	NA	NA
NONMMUG016070.2	Zfp707	0.18972914483923	undirected	NA	NA
NONMMUG016070.2	Zfp775	0.304298017948346	undirected	NA	NA
NONMMUG016070.2	Zfp777	0.295399720250356	undirected	NA	NA
NONMMUG016070.2	Zfp791	0.187477223004997	undirected	NA	NA
NONMMUG016070.2	Zfp821	0.169873268081185	undirected	NA	NA
NONMMUG016070.2	Zfyve20	0.327393011705282	undirected	NA	NA
NONMMUG016070.2	Znhit6	0.308829634172913	undirected	NA	NA
NONMMUG016070.2	Zscan5b	0.267654305149654	undirected	NA	NA
NONMMUG066175.1	NONMMUG011207.2	0.296419232522188	undirected	NA	NA
NONMMUG066175.1	NONMMUG017071.2	0.313135632002665	undirected	NA	NA
NONMMUG066175.1	NONMMUG027243.2	0.371798537717011	undirected	NA	NA
NONMMUG066175.1	NONMMUG006747.2	0.308418356688915	undirected	NA	NA
NONMMUG066175.1	NONMMUG006868.2	0.292471486724087	undirected	NA	NA
NONMMUG066175.1	NONMMUG001781.2	0.291465759518297	undirected	NA	NA
NONMMUG066175.1	NONMMUG011036.2	0.268497323641789	undirected	NA	NA
NONMMUG066175.1	NONMMUG041627.2	0.318756668441058	undirected	NA	NA
NONMMUG066175.1	NONMMUG015084.2	0.378858348047537	undirected	NA	NA
NONMMUG066175.1	NONMMUG017112.2	0.273330761100236	undirected	NA	NA
NONMMUG066175.1	NONMMUG054076.1	0.287323452315344	undirected	NA	NA
NONMMUG066175.1	NONMMUG033679.2	0.291053858978533	undirected	NA	NA
NONMMUG066175.1	NONMMUG059794.1	0.335072918521446	undirected	NA	NA
NONMMUG066175.1	NONMMUG007544.2	0.354626503029422	undirected	NA	NA
NONMMUG066175.1	NONMMUG039348.2	0.321359099824573	undirected	NA	NA
NONMMUG066175.1	NONMMUG018436.2	0.308174451277977	undirected	NA	NA
NONMMUG066175.1	NONMMUG027498.2	0.325330074946135	undirected	NA	NA
NONMMUG066175.1	NONMMUG011208.2	0.28954504235667	undirected	NA	NA
NONMMUG066175.1	NONMMUG033278.2	0.292867241746727	undirected	NA	NA
NONMMUG066175.1	NONMMUG024251.2	0.291088237827697	undirected	NA	NA
NONMMUG066175.1	NONMMUG040891.2	0.29443610469406	undirected	NA	NA
NONMMUG066175.1	NONMMUG045154.2	0.324250067118763	undirected	NA	NA
NONMMUG066175.1	NONMMUG026613.2	0.291979049640819	undirected	NA	NA
NONMMUG066175.1	NONMMUG033692.2	0.3394776827579	undirected	NA	NA
NONMMUG066175.1	NONMMUG034454.2	0.344834897845945	undirected	NA	NA
NONMMUG066175.1	NONMMUG085964.1	0.335427286475418	undirected	NA	NA
NONMMUG066175.1	NONMMUG018446.2	0.305775518525417	undirected	NA	NA
NONMMUG066175.1	NONMMUG018071.2	0.296348831876677	undirected	NA	NA
NONMMUG066175.1	NONMMUG006303.2	0.288742683280332	undirected	NA	NA
NONMMUG066175.1	NONMMUG013067.2	0.339396847151344	undirected	NA	NA
NONMMUG066175.1	NONMMUG021443.2	0.340828252754637	undirected	NA	NA
NONMMUG066175.1	NONMMUG025258.2	0.302707542365956	undirected	NA	NA
NONMMUG066175.1	NONMMUG009428.2	0.33399389353134	undirected	NA	NA
NONMMUG066175.1	NONMMUG002586.2	0.331739637786355	undirected	NA	NA
NONMMUG066175.1	NONMMUG039868.2	0.388422178666942	undirected	NA	NA
NONMMUG066175.1	NONMMUG020777.2	0.313928449878612	undirected	NA	NA
NONMMUG066175.1	NONMMUG022430.2	0.337259039104577	undirected	NA	NA
NONMMUG066175.1	NONMMUG041608.2	0.292017478878734	undirected	NA	NA
NONMMUG066175.1	NONMMUG077589.1	0.324017582012084	undirected	NA	NA
NONMMUG066175.1	NONMMUG062933.1	0.309653346801122	undirected	NA	NA
NONMMUG066175.1	NONMMUG053264.1	0.297720214914457	undirected	NA	NA
NONMMUG066175.1	NONMMUG007952.2	0.298158225808518	undirected	NA	NA
NONMMUG066175.1	NONMMUG034012.2	0.312347664162939	undirected	NA	NA
NONMMUG066175.1	NONMMUG032114.2	0.320037670141184	undirected	NA	NA
NONMMUG066175.1	NONMMUG037817.2	0.311866091495305	undirected	NA	NA
NONMMUG066175.1	NONMMUG007873.2	0.369842797099928	undirected	NA	NA
NONMMUG066175.1	NONMMUG075645.1	0.328937406956905	undirected	NA	NA
NONMMUG066175.1	NONMMUG002075.2	0.310273136555237	undirected	NA	NA
NONMMUG066175.1	NONMMUG040224.2	0.299440472563823	undirected	NA	NA
NONMMUG066175.1	NONMMUG022526.2	0.314141370273863	undirected	NA	NA
NONMMUG066175.1	NONMMUG022606.2	0.311549050233154	undirected	NA	NA
NONMMUG066175.1	NONMMUG003811.2	0.294582076966092	undirected	NA	NA
NONMMUG066175.1	NONMMUG019500.2	0.275612693767073	undirected	NA	NA
NONMMUG066175.1	NONMMUG002971.2	0.306470372528929	undirected	NA	NA
NONMMUG066175.1	NONMMUG032603.2	0.323777214885213	undirected	NA	NA
NONMMUG066175.1	NONMMUG007719.2	0.325932059748369	undirected	NA	NA
NONMMUG066175.1	NONMMUG033115.2	0.395159564036864	undirected	NA	NA
NONMMUG066175.1	NONMMUG001189.2	0.340414117447039	undirected	NA	NA
NONMMUG066175.1	NONMMUG020709.2	0.296712381622283	undirected	NA	NA
NONMMUG066175.1	NONMMUG044440.2	0.329566616846037	undirected	NA	NA
NONMMUG066175.1	NONMMUG003809.2	0.330811203572092	undirected	NA	NA
NONMMUG066175.1	NONMMUG033678.2	0.329431663912638	undirected	NA	NA
NONMMUG066175.1	NONMMUG005166.2	0.256012564169538	undirected	NA	NA
NONMMUG066175.1	NONMMUG033173.2	0.307015312718278	undirected	NA	NA
NONMMUG066175.1	NONMMUG048063.1	0.320270315057837	undirected	NA	NA
NONMMUG066175.1	NONMMUG020778.2	0.335903205663141	undirected	NA	NA
NONMMUG066175.1	NONMMUG015030.2	0.312024245704481	undirected	NA	NA
NONMMUG066175.1	NONMMUG006871.2	0.310999297954041	undirected	NA	NA
NONMMUG066175.1	NONMMUG017982.2	0.327814058140233	undirected	NA	NA
NONMMUG066175.1	NONMMUG084117.1	0.317222125663876	undirected	NA	NA
NONMMUG066175.1	NONMMUG067257.1	0.31320710870443	undirected	NA	NA
NONMMUG066175.1	NONMMUG007718.2	0.303182509191742	undirected	NA	NA
NONMMUG066175.1	NONMMUG019634.2	0.260061872511145	undirected	NA	NA
NONMMUG066175.1	NONMMUG025231.2	0.299021215238307	undirected	NA	NA
NONMMUG066175.1	NONMMUG078994.1	0.297994305116304	undirected	NA	NA
NONMMUG066175.1	NONMMUG034801.2	0.301859048397639	undirected	NA	NA
NONMMUG066175.1	NONMMUG000711.2	0.30220917376925	undirected	NA	NA
NONMMUG066175.1	NONMMUG041474.2	0.345083855028949	undirected	NA	NA
NONMMUG066175.1	1810026J23Rik	0.399340290136112	undirected	NA	NA
NONMMUG066175.1	2610507B11Rik	0.335080163536633	undirected	NA	NA
NONMMUG066175.1	Aars	0.422591801539672	undirected	NA	NA
NONMMUG066175.1	Abcf2	0.320350125866363	undirected	NA	NA
NONMMUG066175.1	Adsl	0.322045088329248	undirected	NA	NA
NONMMUG066175.1	Alyref	0.351874808897124	undirected	NA	NA
NONMMUG066175.1	Aqp11	0.343636142206428	undirected	NA	NA
NONMMUG066175.1	B020004C17Rik	0.342561589418977	undirected	NA	NA
NONMMUG066175.1	BC027231	0.287945907580372	undirected	NA	NA
NONMMUG066175.1	Bag5	0.28907544192957	undirected	NA	NA
NONMMUG066175.1	Bend3	0.385930145475928	undirected	NA	NA
NONMMUG066175.1	Brd8	0.368953216199004	undirected	NA	NA
NONMMUG066175.1	Cand1	0.274557640344459	undirected	NA	NA
NONMMUG066175.1	Ccne1	0.360599554162637	undirected	NA	NA
NONMMUG066175.1	Cdc25c	0.312859501228252	undirected	NA	NA
NONMMUG066175.1	Cdk5rap3	0.329149982750323	undirected	NA	NA
NONMMUG066175.1	Cdk9	0.334200021667351	undirected	NA	NA
NONMMUG066175.1	Coil	0.365438967534276	undirected	NA	NA
NONMMUG066175.1	Cpsf6	0.319065606448798	undirected	NA	NA
NONMMUG066175.1	Cst7	0.325162019428716	undirected	NA	NA
NONMMUG066175.1	Cul3	0.327856589765123	undirected	NA	NA
NONMMUG066175.1	D16Ertd472e	0.319500689315914	undirected	NA	NA
NONMMUG066175.1	D4Wsu53e	0.307289116851954	undirected	NA	NA
NONMMUG066175.1	Dcun1d3	0.384133727948339	undirected	NA	NA
NONMMUG066175.1	Ddr1	0.332574903401778	undirected	NA	NA
NONMMUG066175.1	Dnajc12	0.343669520532226	undirected	NA	NA
NONMMUG066175.1	Dpep2	0.31365055914286	undirected	NA	NA
NONMMUG066175.1	Dr1	0.295883110698655	undirected	NA	NA
NONMMUG066175.1	E4f1	0.311722246080981	undirected	NA	NA
NONMMUG066175.1	Eid2	0.312965611422656	undirected	NA	NA
NONMMUG066175.1	Ep300	0.321529157850486	undirected	NA	NA
NONMMUG066175.1	Fam109a	0.345145848943726	undirected	NA	NA
NONMMUG066175.1	Fam76a	0.331724768630917	undirected	NA	NA
NONMMUG066175.1	Fam98b	0.310605801551436	undirected	NA	NA
NONMMUG066175.1	Fbxo33	0.3273541011595	undirected	NA	NA
NONMMUG066175.1	Fcgr3	0.367833575558364	undirected	NA	NA
NONMMUG066175.1	Fem1c	0.388485708108797	undirected	NA	NA
NONMMUG066175.1	Gata4	0.33947227944281	undirected	NA	NA
NONMMUG066175.1	Gltscr1l	0.307028567936205	undirected	NA	NA
NONMMUG066175.1	Glul	0.382537860058707	undirected	NA	NA
NONMMUG066175.1	Gm13128	0.356217903025594	undirected	NA	NA
NONMMUG066175.1	Gm9726	0.328430914668673	undirected	NA	NA
NONMMUG066175.1	Gpatch3	0.31490588340982	undirected	NA	NA
NONMMUG066175.1	Gtf2i	0.311205724940729	undirected	NA	NA
NONMMUG066175.1	Gtf3c4	0.398560838563291	undirected	NA	NA
NONMMUG066175.1	Gtf3c5	0.331939643760421	undirected	NA	NA
NONMMUG066175.1	Guca1a	0.284299393867212	undirected	NA	NA
NONMMUG066175.1	Hinfp	0.308107136399496	undirected	NA	NA
NONMMUG066175.1	Hipk1	0.32080723148362	undirected	NA	NA
NONMMUG066175.1	Hmgcl	0.347041978771818	undirected	NA	NA
NONMMUG066175.1	Ints5	0.326233117374262	undirected	NA	NA
NONMMUG066175.1	Iqcf1	0.302233460330447	undirected	NA	NA
NONMMUG066175.1	Irak2	0.317313715202021	undirected	NA	NA
NONMMUG066175.1	Irgq	0.335413623337186	undirected	NA	NA
NONMMUG066175.1	Katna1	0.339123092164656	undirected	NA	NA
NONMMUG066175.1	Kdm3a	0.317516115820497	undirected	NA	NA
NONMMUG066175.1	Kif18b	0.325669361995973	undirected	NA	NA
NONMMUG066175.1	Kifc5b	0.333749444239975	undirected	NA	NA
NONMMUG066175.1	Klhl11	0.315872402022508	undirected	NA	NA
NONMMUG066175.1	Lctl	0.366570336528568	undirected	NA	NA
NONMMUG066175.1	Mad2l1bp	0.344906330874614	undirected	NA	NA
NONMMUG066175.1	Mapkapk5	0.332194753237713	undirected	NA	NA
NONMMUG066175.1	Med14	0.245489096449323	undirected	NA	NA
NONMMUG066175.1	Med24	0.301859643824501	undirected	NA	NA
NONMMUG066175.1	Med29	0.378382364436931	undirected	NA	NA
NONMMUG066175.1	Mfap5	0.333145733747816	undirected	NA	NA
NONMMUG066175.1	Mocs3	0.313126957779421	undirected	NA	NA
NONMMUG066175.1	Mta2	0.337245276872104	undirected	NA	NA
NONMMUG066175.1	Ncapd2	0.369954773688542	undirected	NA	NA
NONMMUG066175.1	Necap2	0.347884665472588	undirected	NA	NA
NONMMUG066175.1	Nf2	0.276230865459953	undirected	NA	NA
NONMMUG066175.1	Nmnat1	0.306273666390017	undirected	NA	NA
